,isbn13,isbn10,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count,cleaned_description
3990,9780679729778,0679729771,Maus II,Art Spiegelman,Biography & Autobiography,"In a comic-book-style tale of the author's parents, Vladek and Anja, Vladek survives Auschwitz, is reunited with Anja, and sires young Art",1991,4,144,111555,comic book style tale author s parents vladek anja vladek survives auschwitz reunited anja sires young art
3991,9780679729914,0679729917,The Best of Roald Dahl,Roald Dahl,Fiction,Stories relate the macabre exploits of an assortment of comical and grotesque characters from all walks of life,1990,4,520,6067,stories relate macabre exploits assortment comical grotesque characters walks life
3993,9780679730613,0679730613,Hit Men,Fredric Dannen,Business & Economics,An inside look at the multibillion-dollar music industry examines the business practices of the big record labels and includes profiles of the kingpins of the industry,1991,4,432,664,inside look multibillion dollar music industry examines business practices big record labels includes profiles kingpins industry
3994,9780679731146,0679731148,A Year in Provence,Peter Mayle,Provence (France),"A month-by-month account of the author's experience in the first year of restoring a two-centuries old stone farmhouse in back country Provence, France.",1991,4,207,52434,month by month account author s experience first year restoring two centuries old stone farmhouse back country provence france
3996,9780679731375,0679731377,A History of the World in 10 1/2 Chapters,Julian Barnes,Fiction,"Offers an idiosyncratic, revisionist history of life on planet Earth, from a playful account of Noah by a stowaway on the Ark, to the spiritual odyssey of a American astronaut",1990,4,320,9619,offers idiosyncratic revisionist history life planet earth playful account noah stowaway ark spiritual odyssey american astronaut
3997,9780679732174,0679732179,"Go Down, Moses",William Faulkner,Fiction,"Set in mythical Yoknapatawpha County, seven interrelated stories deal with the complex, changing relationships between Blacks and whites and between man and nature",1942,4,365,8097,set mythical yoknapatawpha county seven interrelated stories deal complex changing relationships blacks whites man nature
3998,9780679732266,0679732268,Light in August,William Faulkner,Fiction,"In a novel about hopeless perseverance in the face of mortality, guileless Lena Grove searches for the father of her unborn child, Reverend Hightower is plagued by visions of Confederate horsemen, and drifter Joe Christmas is consumed by his mixed ancestry",1985,4,507,46181,novel hopeless perseverance face mortality guileless lena grove searches father unborn child reverend hightower plagued visions confederate horsemen drifter joe christmas consumed mixed ancestry
3999,9780679732341,0679732349,Chilly Scenes of Winter,Ann Beattie,Fiction,"This is the story of a love-smitten Charles; his friend Sam, the Phi Beta Kappa and former coat salesman; and Charles' mother, who spends a lot of time in the bathtub feeling depressed.",1991,4,288,1016,story love smitten charles friend sam phi beta kappa former coat salesman charles mother spends lot time bathtub feeling depressed
4000,9780679732549,0679732543,Shoot the Piano Player,David Goodis,Fiction,"Once upon a time Eddie played concert piano to reverent audiences at Carnegie Hall. Now he bangs out honky-tonk for drunks in a dive in Philadelphia. But then two people walk into Eddie's life--the first promising Eddie a future, the other dragging him back into a treacherous past. Shoot the Piano Player is a bittersweet and nerve-racking exploration of different kinds of loyalty: the kind a man owes his family, no matter how bad that family is; the kind a man owes a woman; and, ultimately, the loyalty he owes himself. The result is a moody thriller that, like the best hard-boiled fiction, carries a moral depth charge.",1990,4,158,2691,upon time eddie played concert piano reverent audiences carnegie hall bangs honky tonk drunks dive philadelphia two people walk eddie s life the first promising eddie future dragging back treacherous past shoot piano player bittersweet nerve racking exploration different kinds loyalty kind man owes family matter bad family is kind man owes woman and ultimately loyalty owes himself result moody thriller that like best hard boiled fiction carries moral depth charge
4001,9780679732716,0679732713,The Beggar Maid,Alice Munro,Fiction,Originally published as: Who do you think you are? 1978.,1991,4,210,2688,originally published as think are 1978
4002,9780679733768,0679733760,A Midwife's Tale,Laurel Ulrich,Biography & Autobiography,"Presents the life of Martha Ballard, a midwife in Maine during the eighteenth century, by drawing on the detailed diary she kept for twenty-seven years of her life",1991,4,444,4933,presents life martha ballard midwife maine eighteenth century drawing detailed diary kept twenty seven years life
4003,9780679733782,0679733787,The Woman in the Dunes,Kōbō Abe,Fiction,The inhabitants of a remote seaside village imprison a Japanese biologist in a deep sand pit,1964,4,241,13984,inhabitants remote seaside village imprison japanese biologist deep sand pit
4004,9780679733843,0679733841,The Rebel,Albert Camus,Philosophy,"The author traces the ways in which the theories of philosophers such as Rousseau, Hegel and Marx have been misused.",1991,4,320,8830,author traces ways theories philosophers rousseau hegel marx misused
4005,9780679734031,0679734031,The Art of Fiction,John Gardner,Language Arts & Disciplines,"A guide to creative writing examines diverse facets of writing technique, and contains analyses of works by writers from Homer to Mark Twain",1991,4,224,4877,guide creative writing examines diverse facets writing technique contains analyses works writers homer mark twain
4006,9780679734482,0679734481,Success,Martin Amis,Fiction,"Soaring with malicious poetry and almost unbearably accurate in its characterizations, Martin Amis turns Success into a sort of Jacobean revenge comedy. Its antagonists are two mismatched foster brothers who perform a merciless tango of class hatred, sexual rivalry, and disappointed love.",1991,4,224,2150,soaring malicious poetry almost unbearably accurate characterizations martin amis turns success sort jacobean revenge comedy antagonists two mismatched foster brothers perform merciless tango class hatred sexual rivalry disappointed love
